StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00111743,40.1375,-88.9675,210.3,IL,CLINTON 1SSW,,15,-6,20030602-20200901, 91.3%,20120116-20200901, 99.2%,20160509-20200901, 99.9%
USC00112011,41.4492,-87.6221,216.4,IL,CRETE,,15,-6,19480701-20190904, 87.5%,19840201-20190904, 90.1%,20011117-20190904, 87.3%
USC00112140,40.1391,-87.6479,169.2,IL,DANVILLE,,15,-6,19510502-20200905, 95.5%,19860102-20200905, 93.5%,20030505-20200905, 94.6%
USC00112193,39.8288,-88.9505,194.8,IL,DECATUR WTP,,15,-6,19831101-20200904, 92.5%,20020403-20200904, 95.4%,20110619-20200904, 97.0%
USC00112353,37.4388,-88.6678,160.6,IL,DIXON SPRINGS AGRIC CNTR,,15,-6,19670921-20200804, 90.5%,19940226-20200804, 83.8%,20070517-20200804, 89.4%
USC00112687,39.1181,-88.6244,190.5,IL,EFFINGHAM 3SW,,15,-6,19480701-20200625, 86.3%,19840628-20200625, 78.0%,20020627-20200625, 91.9%
USC00112923,40.7511,-88.4983,202.7,IL,FAIRBURY  WWTP,,15,-6,19480701-20190901, 92.3%,19840131-20190901, 86.6%,20011115-20190901, 86.7%
USC00113106,38.6780,-88.4798,146.6,IL,FLORA,,15,-6,20030501-20200901, 68.4%,20111231-20200901, 53.4%,20160501-20200901, 74.6%
USC00113262,42.2972,-89.6038,228.6,IL,FREEPORT WASTE WTR PL,,15,-6,19480701-20200901, 92.6%,19840801-20200901, 87.2%,20020817-20200901, 90.8%
USC00113290,41.8978,-90.1545,180.4,IL,FULTON L&D # 13,,15,-6,19480701-20200917, 68.9%,19840809-20200917, 44.9%,20020829-20200917, 62.5%
USC00113666,39.3424,-90.2060,164.6,IL,GREENFIELD,,15,-6,19480701-20200814, 91.6%,19840723-20200814, 92.3%,20020803-20200814, 89.0%
USC00113879,37.7408,-88.5244,111.3,IL,HARRISBURG,,15,-6,19880601-20200602, 78.5%,20040601-20200602, 92.0%,20120601-20200602, 93.6%
USC00114078,39.1396,-88.1905,152.4,IL,HIDALGO 3SW,,15,-6,20051001-20140930, 89.1%,20100401-20140930, 80.4%,20120630-20140930, 99.8%
USC00114198,40.4664,-87.6851,216.4,IL,HOOPESTON,,15,-6,19480701-20200911, 97.3%,19840806-20200911, 95.5%,20020824-20200911, 93.1%
USC00114317,39.1137,-87.6563,133.2,IL,HUTSONVILLE,,15,-6,19570724-20200917, 87.7%,19890219-20200917, 82.5%,20041203-20200917, 90.5%
USC00114355,41.4255,-91.0094,167.6,IL,ILLINOIS CITY DAM 16,,15,-6,19480701-20200901, 94.2%,19840801-20200901, 92.7%,20020817-20200901, 93.5%
USC00114442,39.7346,-90.1979,185.9,IL,JACKSONVILLE 2E,,15,-6,19630407-20200901, 90.1%,19911219-20200901, 89.7%,20060426-20200901, 91.4%
USC00114603,41.1351,-87.8856,182.9,IL,KANKAKEE METRO WASTEWATER,,15,-6,19480701-20190910, 89.0%,19840204-20190910, 83.5%,20011122-20190910, 82.3%
USC00114629,37.9834,-89.9468,115.8,IL,KASKASKIA RIVER NAVIGATION LOCK,,15,-6,19740401-20200903, 83.7%,19970617-20200903, 86.9%,20090124-20200903, 94.0%
USC00114710,41.2429,-89.8997,237.7,IL,KEWANEE 1 E,,15,-6,19510501-20200901, 55.7%,19851231-20200901, 84.1%,20030502-20200901, 96.3%
USC00114805,41.0187,-89.4153,139.6,IL,LACON,,15,-6,19840221-20200902, 82.8%,20020528-20200902, 82.4%,20110716-20200902, 90.7%
USC00114879,42.0919,-89.8421,253.0,IL,LANARK,,15,-6,19480701-20200911, 90.5%,19840806-20200911, 90.5%,20020824-20200911, 91.3%
USC00114957,38.7239,-87.7196,137.5,IL,LAWRENCEVILLE 2WSW,,15,-6,19920303-20200902, 90.3%,20060603-20200902, 94.0%,20130718-20200902, 99.8%
USC00115079,40.1520,-89.3387,177.7,IL,LINCOLN,,15,-6,20120328-20200912, 99.9%,20160620-20200912, 99.7%,20180801-20200912, 99.9%
USC00115272,40.5241,-89.4207,201.8,IL,MACKINAW 3WSW,,15,-6,20011101-20180131, 92.5%,20091216-20180131, 97.9%,20140108-20180131, 99.9%
USC00115493,42.3500,-88.2667,228.9,IL,MC HENRY,,15,-6,19480701-20190829, 85.9%,19840129-20190829, 78.0%,20011113-20190829, 80.9%
USC00115768,40.9443,-90.6381,219.5,IL,MONMOUTH,,15,-6,19910804-20200901, 87.3%,20060216-20200901, 94.9%,20130525-20200901,100.0%
USC00115825,41.3708,-88.4336,159.7,IL,MORRIS 1 NW,,15,-6,19951101-20190907, 83.9%,20071004-20190907, 95.5%,20130920-20190907, 99.6%
USC00115841,39.4157,-89.4615,192.0,IL,MORRISONVILLE,,15,-6,19480701-20200903, 94.9%,19840802-20200903, 95.8%,20020818-20200903, 96.4%
USC00115876,40.6005,-89.4653,213.7,IL,MORTON,,15,-6,20190525-20200901, 99.8%,20200112-20200901, 99.6%,20200507-20200901, 99.2%
USC00115983,37.7667,-89.3167,128.0,IL,MURPHYSBORO WATERWORKS,,15,-6,19480701-20200803, 92.6%,19840717-20200803, 87.2%,20020726-20200803, 82.2%
USC00116157,38.9916,-88.1828,161.8,IL,NEWTON,,15,-6,20030801-20200901, 98.0%,20120215-20200901, 99.5%,20160524-20200901, 99.9%
USC00116610,39.6185,-87.6672,197.8,IL,PARIS STP,,15,-6,19930301-20200917, 88.7%,20061209-20200917, 90.4%,20131028-20200917, 99.7%
USC00116819,40.7569,-88.1827,204.2,IL,PIPER CITY,,15,-6,19490201-20121214, 89.6%,19810107-20121214, 83.7%,19961226-20121214, 79.5%
USC00117014,41.6752,-89.9374,184.4,IL,PROPHETSTOWN,,15,-6,19480701-20200909, 95.9%,19840805-20200909, 94.0%,20020823-20200909, 97.5%
USC00117077,39.9035,-91.4284,147.2,IL,QUINCY DAM 21,,15,-6,19480701-20190410, 88.7%,19831120-20190410, 81.5%,20010730-20190410, 79.9%
USW00014806,40.3131,-88.1596,230.1,IL,RANTOUL,,15,-6,19480701-20200903, 89.3%,19840802-20200903, 92.7%,20020818-20200903, 95.7%
USC00117187,38.0405,-88.9883,138.7,IL,REND LAKE DAM,,15,-6,19720301-20200801, 77.3%,19960516-20200801, 69.0%,20080623-20200801, 67.1%
USC00117391,41.5180,-90.5647,173.1,IL,ROCK ISLAND L&D 15,,15,-6,19850726-20200904, 91.1%,20030214-20200904, 93.8%,20111125-20200904, 97.1%
USC00117833,41.7327,-88.8643,259.1,IL,SHABBONA 3S,,15,-6,19531201-20190909, 51.4%,19861020-20190909, 54.7%,20030331-20190909, 87.8%
USC00117876,39.4079,-88.7739,198.1,IL,SHELBYVILLE DAM,,15,-6,19700701-20200921, 82.3%,19950811-20200921, 84.3%,20080301-20200921, 81.1%
USC00118020,37.1644,-88.4311,108.8,IL,SMITHLAND LOCK & DAM,,15,-6,19801001-20200810, 86.3%,20000905-20200810, 87.4%,20100823-20200810, 97.6%
USC00118204,40.4927,-90.0470,190.5,IL,ST. DAVID,,15,-6,20120507-20141029, 99.0%,20130802-20141029, 99.3%,20140316-20141029, 98.7%
USC00118389,39.5608,-88.6090,195.1,IL,SULLIVAN 3S,,15,-6,19480701-20200902, 89.2%,19840801-20200902, 86.9%,20020817-20200902, 88.6%
USC00118740,40.0840,-88.2404,219.8,IL,CHAMPAIGN 3S,,15,-6,19590101-20200902, 95.0%,19891101-20200902, 94.6%,20050402-20200902, 95.5%
USC00118781,38.9579,-89.0952,149.4,IL,VANDALIA,,15,-6,19480701-20200910, 84.3%,19840805-20200910, 84.2%,20020823-20200910, 89.3%
USC00118916,41.5603,-89.6024,204.5,IL,WALNUT,,15,-6,20050601-20200901, 96.0%,20130115-20200901,100.0%,20161108-20200901, 99.9%
USC00119021,40.7940,-87.7546,189.0,IL,WATSEKA 2 NW,,15,-6,20130519-20190905, 96.0%,20160712-20190905, 94.0%,20180207-20190905, 93.8%
USC00119193,38.5250,-88.0130,135.6,IL,WEST SALEM,,15,-6,19710201-20200721, 77.2%,19951027-20200721, 64.5%,20080309-20200721, 43.6%
USC00119816,40.7779,-90.0073,203.9,IL,YATES CITY,,15,-6,19501201-20200901, 87.9%,19851016-20200901, 82.1%,20030325-20200901, 82.0%
USC00120132,39.5739,-85.1582,233.8,IN,ALPINE 2 NE,,15,-5,19490201-20201005, 92.4%,19841203-20201005, 85.8%,20021104-20201005, 75.0%
USC00120177,40.1117,-85.7163,256.3,IN,ANDERSON SEWAGE PLANT,,15,-5,19740716-20201008, 87.8%,19970827-20201008, 89.0%,20090318-20201008, 90.4%
USC00120200,41.6639,-85.0183,310.9,IN,ANGOLA,,15,-5,19770512-20201003, 88.8%,19990122-20201003, 84.2%,20091127-20201003, 87.2%
USC00120482,39.2967,-85.2187,295.7,IN,BATESVILLE WATER AND GAS UTILITY,,15,-5,19480701-20201005, 91.4%,19840818-20201005, 84.9%,20020911-20201005, 72.6%
USC00120830,40.8143,-85.1546,262.4,IN,BLUFFTON 6N,,15,-5,19710701-20201004, 88.6%,19960216-20201004, 88.4%,20080610-20201004, 81.6%
USC00120922,39.5108,-87.1241,207.0,IN,BRAZIL,,15,-5,19480701-20201001, 94.1%,19840816-20201001, 96.5%,20020908-20201001, 96.2%
USC00121147,40.4835,-86.3961,233.2,IN,BURLINGTON,,15,-5,19501103-20201002, 94.6%,19851018-20201002, 93.1%,20030411-20201002, 94.0%
USC00121256,37.8994,-86.7072,122.5,IN,CANNELTON,,15,-5,19711001-20200901, 82.0%,19960317-20200901, 76.0%,20080609-20200901, 80.5%
USC00121417,40.6653,-86.9550,219.5,IN,CHALMERS 5 W,,15,-5,20080801-20201001, 89.8%,20140901-20201001, 88.5%,20170916-20201001, 78.4%
USC00121739,41.1452,-85.4898,254.2,IN,COLUMBIA CITY,,15,-5,19480701-20201002, 87.7%,19840816-20201002, 79.2%,20020909-20201002, 74.5%
USC00121752,39.2106,-85.8883,193.5,IN,COLUMBUS UTILITIES,,15,-5,19480701-20201001, 82.1%,19840816-20201001, 82.8%,20020908-20201001, 76.1%
USC00121873,40.0028,-86.8011,254.8,IN,CRAWFORDSVILLE 6 SE,,15,-5,19880201-20201004, 85.1%,20040603-20201004, 85.9%,20120803-20201004, 82.7%
USC00122309,38.4558,-86.6983,210.3,IN,DUBOIS SRN IN FORAGE FARM,,15,-5,19570101-20200803, 80.2%,19881017-20200803, 78.8%,20040909-20200803, 73.5%
USC00122620,38.8701,-87.0917,146.3,IN,ELNORA,,15,-5,20120420-20201007, 97.5%,20160714-20201007, 96.5%,20180826-20201007, 97.3%
USC00122825,40.2538,-85.1484,294.1,IN,FARMLAND 5 NNW,,15,-5,19490301-20201002, 90.5%,19841216-20201002, 93.1%,20021109-20201002, 95.1%
USC00123082,40.2986,-86.5066,251.2,IN,FRANKFORT DISPOSAL,,15,-5,19800601-20201002, 82.4%,20000801-20201002, 71.9%,20100901-20201002, 55.9%
USC00123091,39.4684,-86.0412,219.5,IN,FRANKLIN WWTP,,15,-5,20010801-20201001, 91.7%,20110302-20201001, 92.4%,20151216-20201001, 95.6%
USC00123104,38.8672,-87.3083,167.6,IN,FREELANDVILLE,,15,-5,19850404-20140204, 93.9%,19990904-20140204, 92.9%,20061119-20140204, 93.4%
USC00123206,41.3415,-85.1292,268.2,IN,GARRETT,,15,-5,19601205-20201001, 91.2%,19901103-20201001, 90.5%,20051017-20201001, 86.4%
USC00123418,41.5575,-85.8825,266.7,IN,GOSHEN 3SW,,15,-5,19611101-20200803, 91.6%,19910319-20200803, 93.5%,20051125-20200803, 91.1%
USC00123714,38.1975,-86.2686,259.1,IN,HARRISON-CRAWFORD S F,,15,-5,19740806-20200406, 83.5%,19970606-20200406, 82.9%,20081105-20200406, 89.8%
USC00123777,40.4355,-85.2891,281.6,IN,HARTFORD CITY 4 ESE,,15,-5,19480701-20201003, 87.9%,19840817-20201003, 81.8%,20020910-20201003, 91.5%
USC00124181,40.8555,-85.4980,221.0,IN,HUNTINGTON,,15,-5,19480701-20201001, 88.2%,19840816-20201001, 86.7%,20020908-20201001, 83.7%
USC00124286,39.7690,-86.1850,213.7,IN,INDIANAPOLIS ZOO,,15,-5,19910501-20201001, 85.7%,20060115-20201001, 81.8%,20130524-20201001, 99.5%
USC00124730,41.6474,-85.4121,274.3,IN,LAGRANGE,,15,-5,19620602-20151202, 81.1%,19890302-20151202, 72.0%,20020717-20151202, 53.7%
USC00124782,41.5269,-86.2692,256.3,IN,LAKEVILLE,,15,-5,19480701-20201001, 93.0%,19840816-20201001, 89.8%,20020908-20201001, 87.7%
USC00124837,41.6116,-86.7297,246.6,IN,LAPORTE,,15,-6,19780401-20201004, 80.2%,19990703-20201004, 76.6%,20100217-20201004, 81.7%
USC00124908,40.0516,-86.4750,282.9,IN,LEBANON WATER WORKS,,15,-5,19480701-20201001, 94.2%,19840816-20201001, 91.8%,20020908-20201001, 87.6%
USC00124973,39.8201,-85.3242,334.4,IN,LEWISVILLE,,15,-5,19480701-20201001, 95.8%,19840816-20201001, 96.5%,20020908-20201001, 97.8%
USC00125337,40.5800,-85.6586,240.8,IN,MARION 2 N,,15,-5,19530613-20201001, 92.2%,19870206-20201001, 88.4%,20031204-20201001, 83.9%
USC00125394,39.8438,-87.1875,215.8,IN,MARSHALL,,15,-5,20020101-20201001, 95.8%,20110518-20201001, 96.5%,20160124-20201001, 94.4%
USC00125407,39.4039,-86.4531,180.4,IN,MARTINSVILLE 2 SW,,15,-5,19620618-20201002, 85.7%,19910810-20201002, 86.5%,20060307-20201002, 81.2%
USC00125535,41.1588,-86.9013,211.8,IN,MEDARYVILLE 5 N,,15,-5,19480701-20171001, 86.4%,19830215-20171001, 82.5%,20000608-20171001, 84.0%
USC00126151,37.9325,-87.3744,115.8,IN,NEWBURGH LOCK & DAM,,15,-6,19611201-20200802, 84.2%,19910402-20200802, 82.8%,20051201-20200802, 91.8%
USC00126864,40.7646,-86.0740,201.2,IN,PERU,,15,-5,19480701-20201001, 84.8%,19840816-20201001, 78.7%,20020908-20201001, 71.0%
USC00127069,40.4667,-84.9667,-999.9,IN,PORTLAND WATER WORKS,,15,-5,19480701-20191029, 81.9%,19840229-20191029, 83.2%,20011229-20191029, 73.5%
USC00127298,40.9239,-87.1754,192.0,IN,RENSSELAER,,15,-6,19700605-20190912, 75.3%,19950123-20190912, 77.6%,20070519-20190912, 94.0%
USC00127482,41.0665,-86.2096,231.6,IN,ROCHESTER,,15,-5,19481013-20201001, 84.4%,19841007-20201001, 86.3%,20021004-20201001, 86.5%
USC00127930,38.9616,-85.8608,182.9,IN,SEYMOUR HIWAY GARAGE,,15,-5,19480701-20201001, 91.5%,19840816-20201001, 92.0%,20020908-20201001, 90.2%
USC00127999,39.5282,-85.7914,229.2,IN,SHELBYVILLE SEWAGE PLANT,,15,-5,19710101-20201001, 82.6%,19951116-20201001, 89.9%,20080424-20201001, 88.2%
USC00128036,38.5529,-86.7944,145.4,IN,SHOALS 8 S,,15,-5,19480701-20201005, 97.0%,19840818-20201005, 96.4%,20020911-20201005, 96.3%
USC00128442,38.2691,-87.1630,193.5,IN,STENDAL,,15,-5,19951101-20200708, 66.6%,20080305-20200708, 90.5%,20140507-20200708, 98.8%
USC00128784,40.2233,-86.1086,271.3,IN,TIPTON 5 SW,,15,-5,19830501-20201001, 93.2%,20020115-20201001, 92.9%,20110525-20201001, 92.3%
USC00128967,37.7952,-87.9930,103.6,IN,J.T. MYERS LOCKS & DAM,,15,-6,19740911-20200804, 77.5%,19970823-20200804, 72.0%,20090212-20200804, 89.4%
USC00128992,41.5436,-87.0319,264.9,IN,VALPARAISO 5NNE,,15,-6,20051203-20140501, 84.1%,20100215-20140501, 99.9%,20120324-20140501, 99.9%
USC00129174,39.4538,-85.6963,251.8,IN,WALDRON 2 W,,15,-5,19501205-20201007, 90.2%,19851105-20201007, 89.8%,20030422-20201007, 90.2%
USC00129430,40.4750,-86.9919,215.8,IN,WEST LAFAYETTE 6 NW,,15,-5,19530808-20201005, 93.2%,19870308-20201005, 92.5%,20031221-20201005, 95.6%
USC00129724,41.1645,-84.8482,216.4,IN,WOODBURN 3N,,15,-5,20090112-20201001, 91.1%,20141122-20201001, 92.8%,20171027-20201001, 85.6%
USC00130149,40.7039,-93.3703,332.2,IA,ALLERTON,,15,-6,19480801-20200912, 30.8%,19840822-20200912, 54.9%,20020902-20200912, 92.3%
USC00130200,42.0208,-93.7741,335.0,IA,AMES 8 WSW,,15,-6,19640906-20200901, 94.3%,19920903-20200901, 93.0%,20060902-20200901, 97.0%
USC00130364,41.4175,-95.0041,351.1,IA,ATLANTIC 1 NE,,15,-6,19510108-20200901, 87.8%,19851104-20200901, 86.0%,20030404-20200901, 93.9%
USC00130536,40.8069,-94.0474,370.3,IA,BEACONSFIELD,,15,-6,19690709-20200903, 89.1%,19950205-20200903, 88.4%,20071120-20200903, 92.5%
USC00130608,42.2611,-90.4231,183.8,IA,BELLEVUE L AND D 12,,15,-6,19480811-20200901, 92.7%,19840821-20200901, 88.1%,20020827-20200901, 96.8%
USC00130853,42.1255,-95.1886,453.2,IA,BOYER 4 SE,,15,-6,19501001-20200902, 90.5%,19850916-20200902, 89.1%,20030311-20200902, 92.4%
USC00131060,40.7747,-91.1165,210.3,IA,BURLINGTON 2S,,15,-6,19641216-20200902, 81.6%,19921024-20200902, 76.3%,20060928-20200902, 82.4%
USC00131126,43.1876,-91.8620,376.4,IA,CALMAR NE,,15,-6,20090203-20200907, 96.6%,20141121-20200907, 98.9%,20171014-20200907, 99.5%
USC00131245,41.2738,-95.4025,332.2,IA,CARSON 3NNE,,15,-6,19501001-20200901, 96.1%,19850916-20200901, 94.5%,20030310-20200901, 95.2%
USC00131257,42.2979,-91.0116,248.1,IA,CASCADE,,15,-6,19480801-20200902, 94.9%,19840817-20200902, 91.4%,20020825-20200902, 97.9%
USC00131354,40.6833,-92.9000,310.9,IA,CENTERVILLE 4 SSW,,15,-6,19480801-20200908, 90.0%,19840820-20200908, 90.5%,20020830-20200908, 88.9%
USC00131363,42.2001,-91.5233,252.4,IA,CENTRAL CITY,,15,-6,19551217-20200902, 86.9%,19880425-20200902, 85.1%,20040629-20200902, 96.6%
USC00131442,42.7833,-95.5500,381.0,IA,CHEROKEE 3 N,,15,-6,19480801-20201001, 34.9%,19840831-20201001, 54.2%,20020916-20201001, 99.1%
USC00132041,42.7255,-94.1952,338.3,IA,DAKOTA CITY,,15,-6,20091102-20200901, 88.2%,20150403-20200901, 99.8%,20171217-20200901, 99.8%
USC00132240,41.5077,-94.2269,339.9,IA,DEXTER,,15,-6,19480801-20200904, 82.9%,19840818-20200904, 76.8%,20020827-20200904, 95.5%
USC00132977,43.2844,-93.6305,390.1,IA,FOREST CITY 2 NNE,,15,-6,19480801-20200901, 77.2%,19840816-20200901, 80.5%,20020824-20200901, 78.5%
USC00133473,41.7200,-92.7490,275.8,IA,GRINNELL 3 SW,,15,-6,19480801-20191101, 89.0%,19840317-20191101, 90.8%,20020108-20191101, 93.9%
USC00133944,42.1558,-96.0830,326.1,IA,HORNICK 5S,,15,-6,19480801-20180424, 85.0%,19830613-20180424, 91.2%,20001117-20180424, 93.5%
USC00134101,41.6093,-91.5051,195.1,IA,IOWA CITY,,15,-6,19790901-20200902, 88.2%,20000302-20200902, 86.7%,20100602-20200902, 88.7%
USC00134142,42.5188,-93.2536,321.6,IA,IOWA FALLS,,15,-6,19480801-20200901, 92.7%,19840816-20200901, 90.2%,20020824-20200901, 94.3%
USC00134174,41.7750,-95.1525,399.3,IA,IRWIN 3 ESE,,15,-6,19501001-20200907, 95.6%,19850919-20200907, 93.1%,20030315-20200907, 92.3%
USC00134381,40.3968,-91.3749,160.6,IA,KEOKUK LOCK DAM 19,,15,-6,19480801-20200905, 92.2%,19840818-20200905, 88.6%,20020827-20200905, 96.9%
USC00134502,41.3247,-93.1008,272.8,IA,KNOXVILLE,,15,-6,19480801-20200908, 83.9%,19840820-20200908, 83.0%,20020830-20200908, 86.0%
USC00134585,40.6233,-93.9343,343.8,IA,LAMONI,,15,-6,19480801-20200901, 67.1%,19840816-20200901, 84.6%,20020824-20200901, 97.3%
USC00134746,40.8747,-94.5717,383.1,IA,LENOX,,15,-6,19480801-20200908, 90.8%,19840820-20200908, 92.3%,20020830-20200908, 92.5%
USC00134963,41.8604,-90.9222,224.9,IA,LOWDEN,,15,-6,19870625-20200901, 95.1%,20040128-20200901, 93.5%,20120515-20200901, 99.6%
USC00135198,42.0647,-92.9244,265.2,IA,MARSHALLTOWN,,15,-6,19480801-20200910, 92.7%,19840821-20200910, 88.4%,20020831-20200910, 91.1%
USC00135315,43.0240,-91.1746,191.1,IA,MCGREGOR,,15,-6,19511005-20200902, 94.9%,19860320-20200902, 96.1%,20030611-20200902, 98.1%
USC00135584,41.5500,-95.9333,307.8,IA,MISSOURI VALLEY 2 WSW,,15,-6,19480801-20201006, 86.7%,19840903-20201006, 84.6%,20020920-20201006, 95.6%
USC00135769,40.7052,-94.2427,347.5,IA,MOUNT AYR,,15,-6,19480801-20200902, 86.5%,19840817-20200902, 83.2%,20020825-20200902, 89.7%
USC00135796,40.9486,-91.5647,222.5,IA,MOUNT PLEASANT 1 SSW,,15,-6,19480801-20200901, 85.5%,19840816-20200901, 75.0%,20020824-20200901, 63.5%
USC00135823,42.4916,-96.0688,365.8,IA,MOVILLE,,15,-6,19480801-20201001, 89.6%,19840831-20201001, 87.7%,20020916-20201001, 88.4%
USC00136076,41.5170,-92.0597,242.9,IA,NORTH ENGLISH,,15,-6,19480801-20200907, 83.9%,19840819-20200907, 79.9%,20020829-20200907, 93.0%
USC00136190,43.4144,-95.5313,381.0,IA,OCHEYEDAN,,15,-6,20051201-20130901, 96.0%,20091016-20130901, 95.8%,20110924-20130901, 95.3%
USC00136975,42.8169,-95.9711,405.4,IA,REMSEN,,15,-6,19480801-20201006, 96.8%,19840903-20201006, 96.2%,20020920-20201006, 94.3%
USC00137058,43.2957,-94.5108,388.6,IA,RINGSTED,,15,-6,19480814-20200901, 90.5%,19840823-20200901, 93.4%,20020828-20200901, 96.0%
USC00137326,43.3817,-92.9232,347.2,IA,ST ANSGAR,,15,-6,19480809-20200905, 92.6%,19840822-20200905, 92.9%,20020829-20200905, 97.1%
USC00137340,41.2875,-93.8078,323.7,IA,ST CHARLES,,15,-6,19480801-20200914, 89.9%,19840823-20200914, 93.7%,20020903-20200914, 95.7%
USC00137572,42.9216,-93.2827,349.0,IA,SHEFFIELD 3 NW,,15,-6,19480801-20200901, 92.2%,19840816-20200901, 91.9%,20020824-20200901, 95.8%
USC00137582,41.5116,-95.4413,390.1,IA,SHELBY,,15,-6,19501001-20201005, 90.6%,19851003-20201005, 89.1%,20030405-20201005, 92.8%
USC00137602,42.7042,-92.5906,284.4,IA,SHELL ROCK 1 SW,,15,-6,19480801-20200902, 93.0%,19840817-20200902, 93.3%,20020825-20200902, 97.9%
USC00137613,40.7719,-95.3568,304.5,IA,SHENANDOAH,,15,-6,20090601-20201002, 93.7%,20150131-20201002, 97.1%,20171201-20201002, 96.1%
USC00137664,43.4047,-95.7483,466.0,IA,SIBLEY,,15,-6,19910101-20201004, 69.1%,20051117-20201004, 48.9%,20130426-20201004, 97.8%
USC00137700,43.0558,-96.1525,414.5,IA,SIOUX CENTER 2 SE,,15,-6,19480801-20201001, 92.2%,19840831-20201001, 95.1%,20020916-20201001, 97.0%
USC00137774,41.9811,-95.7769,342.9,IA,SOLDIER,,15,-6,19480801-20200902, 91.0%,19840817-20200902, 84.8%,20020825-20200902, 92.5%
USC00137844,43.1652,-95.1466,404.2,IA,SPENCER 1 N,,15,-6,19480901-20201001, 48.9%,19840916-20201001, 59.6%,20020924-20201001, 77.0%
USC00138009,42.6853,-91.5330,365.8,IA,STRAWBERRY POINT,,15,-6,19480806-20200901, 93.9%,19840819-20200901, 90.2%,20020826-20200901, 94.2%
USC00138315,42.1865,-92.4722,285.0,IA,TRAER,,15,-6,19480801-20200901, 95.4%,19840816-20200901, 92.0%,20020824-20200901, 92.6%
USC00138646,41.0458,-95.0869,388.6,IA,STANTON 4N,,15,-6,19480801-20201002, 91.4%,19840901-20201002, 95.0%,20020917-20201002, 95.7%
USC00138688,41.2824,-91.7078,209.4,IA,WASHINGTON,,15,-6,19480801-20200901, 94.2%,19840816-20200901, 90.8%,20020824-20200901, 96.5%
USC00138806,42.4685,-93.7974,326.7,IA,WEBSTER CITY,,15,-6,19480801-20200901, 90.1%,19840816-20200901, 84.0%,20020824-20200901, 89.4%
USC00139164,41.7450,-95.7091,332.2,IA,WOODBINE,,15,-6,19480801-20120801, 93.0%,19800801-20120801, 94.6%,19960801-20120801, 92.5%
USC00139165,41.7590,-95.6440,368.8,IA,WOODBINE 4ENE,,15,-6,20120807-20201003, 93.0%,20160904-20201003, 93.1%,20180919-20201003, 91.2%
USC00140326,37.8894,-98.1785,483.1,KS,ARLINGTON,,15,-6,19781025-20200912, 80.9%,19991004-20200912, 83.3%,20100324-20200912, 70.6%
USC00140441,39.6980,-101.0039,903.4,KS,ATWOOD 8SSE,,15,-6,19640422-20190213, 77.2%,19910918-20190213, 72.6%,20050601-20190213, 74.9%
USC00140637,37.6557,-96.5352,484.6,KS,BEAUMONT,,15,-6,19480801-20200910, 91.0%,19840821-20200910, 93.2%,20020831-20200910, 95.8%
USC00140750,37.8923,-97.4827,420.6,KS,BENTLEY 2E,,15,-6,20120401-20200901, 99.4%,20160616-20200901, 99.5%,20180725-20200901, 99.6%
USC00140957,39.0636,-94.8960,259.1,KS,BONNER SPRINGS,,15,-6,19880301-20200928, 79.4%,20040614-20200928, 74.4%,20120806-20200928, 96.1%
USC00141233,37.0403,-97.6101,354.2,KS,CALDWELL,,15,-6,19480801-20200903, 93.5%,19840817-20200903, 94.6%,20020826-20200903, 92.2%
USC00141351,38.0212,-96.6036,463.3,KS,CASSODAY 2SE,,15,-6,19480801-20200901, 93.5%,19840816-20200901, 91.9%,20020824-20200901, 90.0%
USC00141404,38.1937,-95.0724,289.6,KS,CENTERVILLE 4SW,,15,-6,19941201-20201001, 78.9%,20071101-20201001, 72.5%,20140417-20201001, 97.2%
USC00141612,38.9407,-95.3396,298.7,KS,CLINTON LAKE,,15,-6,19770413-20200309, 90.3%,19980925-20200309, 90.4%,20090617-20200309, 96.3%
USC00141699,39.3925,-101.0689,966.2,KS,COLBY 1SW,,15,-6,19500101-20200901, 88.1%,19850502-20200901, 84.4%,20030101-20200901, 92.1%
USC00141730,38.8971,-100.1135,733.7,KS,COLLYER 10 S,,15,-6,19490801-20201006, 94.2%,19850304-20201006, 93.1%,20021220-20201006, 94.5%
USC00141740,37.2500,-94.8667,274.9,KS,COLUMBUS 6 NNW,,15,-6,19480801-20200901, 94.3%,19840816-20200901, 94.3%,20020824-20200901, 94.2%
USC00142432,37.0833,-101.8500,1096.1,KS,ELKHART 6 NNE,,15,-6,19490101-20201009, 62.7%,19841120-20201009, 86.4%,20021030-20201009, 97.6%
USC00142560,37.0459,-99.9964,600.5,KS,ENGLEWOOD 1 NW,,15,-6,19480801-20081021, 94.0%,19780911-20081021, 90.6%,19931001-20081021, 95.0%
USC00142582,37.5668,-95.2458,273.4,KS,ERIE,,15,-6,19970901-20200901, 95.1%,20090302-20200901, 97.4%,20141201-20200901, 99.9%
USC00142686,37.6475,-96.0780,314.2,KS,FALL RIVER LAKE,,15,-6,19481101-20200910, 95.0%,19841006-20200910, 92.1%,20020923-20200910, 90.5%
